x,est
1,0.006722756326500341
2,0.007125712382304339
3,0.004041437238703164
4,0.007463701063072026
5,0.005226936999826789
6,0.008661353602531813
7,0.004763808539358243
8,0.006433346631425588
9,0.005601165718315937
10,0.006713937335059769
11,0.006789629914682868
12,0.007473837303419662
13,0.005617338409263565
14,0.007306840307378622
15,0.004669869098394866
16,0.008943389693643312
17,0.006785314751220041
18,0.005829613195032853
19,0.004520272751586798
20,0.005606667567984153
21,0.006128663700747683
22,0.007502796250085316
23,0.0046468414219354775
24,0.007594476952588239
25,0.0056478363293029086
26,0.006501585367505257
27,0.008785540442375873
28,0.006306016398597506
29,0.005557293958305504
30,0.005890939232533895
31,0.004497236483583493
32,0.007625665293355402
33,0.0030281607095897344
34,0.004674142222185343
35,0.006315999466592295
36,0.008015309539914606
37,0.00906971126042074
38,0.007716726153112676
39,0.007933390956324964
40,0.005348223935089447
41,0.0062617397725469775
42,0.007544181961984279
43,0.008099185845189124
44,0.006463421750330169
45,0.005420880526036036
46,0.007701354339958271
47,0.0081262252424793
48,0.009753715866893383
49,0.007310377906171467
50,0.006991803447144636
51,0.004853365980892936
52,0.009666069377177386
53,0.006365001289927092
54,0.005506478578797691
55,0.006148630817750879
56,0.006027346880000183
57,0.005328965477897493
58,0.005930744401416911
59,0.005835930837263277
60,0.007875757906391691
61,0.008060506544067772
62,0.007850475496770787
63,0.0076481002317007095
64,0.006945400483761359
65,0.00542211184113749
66,0.00834972233740004
67,0.007559856239940435
68,0.007100242573959879
69,0.007844746293702706
70,0.004262035036584354
71,0.0075347995647794454
72,0.0059927163761642616
73,0.00462811594355201
74,0.005734026656719309
75,0.004940455724882579
76,0.004828142252915906
77,0.009101399840515107
78,0.005982895009048778
79,0.008360916714823917
80,0.008231140618101861
81,0.008021140494735216
82,0.006129649178227977
83,0.006421672048621463
84,0.0069150100186956874
85,0.007428332857283877
86,0.003776874123272316
87,0.007140952959412656
88,0.0062607014579761115
89,0.005702112346330039
90,0.008766225759029737
91,0.0074852802261387245
92,0.006578725774893912
93,0.010402665872075481
94,0.004603037845810167
95,0.005123820635896253
96,0.0071578652498296555
97,0.006409403456045111
98,0.006512455240912368
99,0.006197678441769404
100,0.004632506686302054
101,0.00735491121211061
102,0.006057452052527824
103,0.006314312744907045
104,0.0056439739268227115
105,0.005664414832777174
106,0.00856682543053841
107,0.0038090522137145385
108,0.006130535878534915
109,0.00961861028280521
110,0.006799611892963597
111,0.007532521094729855
112,0.006313626118897521
113,0.006218953348252052
114,0.006240390252365455
115,0.007782411420584244
116,0.006790256063476052
117,0.008505946811636298
118,0.00935972465487133
119,0.007552088334996607
120,0.005906763765818151
121,0.008823810120931355
122,0.007564647039398914
123,0.0075659783406482745
124,0.006079884974304245
125,0.005191678696345377
126,0.006211232459203835
127,0.007538293420908096
128,0.00793139917188565
129,0.005643157685101822
130,0.007003503446932126
131,0.0039413364781966205
132,0.00740889917515884
133,0.007826435837405648
134,0.008347961129980987
135,0.007039096342436204
136,0.0061983325256977015
137,0.0062142166493702345
138,0.0072864949281735685
139,0.006526166071318469
140,0.008348525751226788
141,0.005580874298298049
142,0.009670501142927864
143,0.005428297919711194
144,0.007375927138045458
145,0.007382886231371671
146,0.006027534269811099
147,0.005832040651685655
148,0.006040682940340397
149,0.00553965582154286
150,0.006467476334855073
151,0.006940144839604898
152,0.006607884036437552
153,0.005558890496774594
154,0.004264405075103604
155,0.004840058579990916
156,0.0048507571004049515
157,0.0057442030322903785
158,0.005497028214358094
159,0.007466103968700417
160,0.006024353865414588
161,0.0062276994212822024
162,0.006980287046852293
163,0.008637543691336165
164,0.003255681615833499
165,0.005804771825260968
166,0.0076812160502105
167,0.00540590172435764
168,0.007255142861455509
169,0.007681134166693799
170,0.009188831850677533
171,0.0036506514722949262
172,0.007695605075195962
173,0.006066096738900028
174,0.0050191507639170616
175,0.0058969490478464484
176,0.005621346372672027
177,0.006134637083087077
178,0.005323638666539457
179,0.0072442969844917285
180,0.006835827780652442
181,0.007738641843920756
182,0.008058967033346959
183,0.0081748473280696
184,0.004557041462997279
185,0.008420046095557512
186,0.0041925153835847846
187,0.0099399244461734
188,0.009408590855209698
189,0.00574509681926185
190,0.005956099595320159
191,0.009202800151814532
192,0.006098857771411479
193,0.005750993037918153
194,0.005589613069546701
195,0.007746712494810421
196,0.008976386355065756
197,0.008737827312025753
198,0.0046301407502353925
199,0.00697513352696153
200,0.009005282128549523
201,0.0077499090865335305
202,0.007332147936435212
203,0.004349226891844865
204,0.00796164468952972
205,0.007089281656122089
206,0.008316500120934878
207,0.007464867715401637
208,0.006430477674970649
209,0.008041743469803131
210,0.004160462606489328
211,0.004964776947617779
212,0.007491279018379376
213,0.006610451749938848
214,0.006932452295566397
215,0.005781257558835631
216,0.006138594593215525
217,0.007573731109724414
218,0.00930588242234092
219,0.008278452028396315
220,0.006309966511485482
221,0.006752479012219232
222,0.007181367516735746
223,0.008197206969084946
224,0.007231519458656547
225,0.0046764155564841614
226,0.00812837159978186
227,0.007811514584144036
228,0.008402997716369931
229,0.008989777050170388
230,0.006522002329340587
231,0.0073803224716339
232,0.006511770657216046
233,0.006624566136465127
234,0.004750725540402347
235,0.006618764814375775
236,0.005344041703671115
237,0.008453489242042393
238,0.009017147900159408
239,0.004224401470676875
240,0.005614010951429102
241,0.008019029304308476
242,0.007131601105764822
243,0.005464812920383681
244,0.007468064586840649
245,0.005396510329936125
246,0.005410214627976161
247,0.004962431837182531
248,0.007706945357161985
249,0.004886541437178292
250,0.004977489823048999
251,0.006012435937721659
252,0.0069285152930552065
253,0.005664348592022844
254,0.005237640430496406
255,0.007294872862007967
256,0.004297889459228974
257,0.007936457388668529
258,0.005606125144475628
259,0.006509334965946908
260,0.008890188290197555
261,0.007059425418920035
262,0.0061397586988743225
263,0.006859119244662222
264,0.007695990828712369
265,0.0052097150151124965
266,0.004783923431023287
267,0.006948874636479601
268,0.00628582916132723
269,0.00860035408422627
270,0.004143543753620911
271,0.005640185835456928
272,0.005884230916867068
273,0.0070525310267569
274,0.00790708814650344
275,0.006594498273725145
276,0.005832173335111333
277,0.005563202269221753
278,0.005984373523921543
279,0.004279496439494655
280,0.005553322722498207
281,0.005222480553548155
282,0.009228676723582342
283,0.007132668475226867
284,0.005610957288489632
285,0.004605797705838451
286,0.005439248898514721
287,0.007287884426453476
288,0.0063611248813115655
289,0.006340048956618057
290,0.004438599544414023
291,0.006722961545740352
292,0.007343990771708835
293,0.0049050541707869565
294,0.0066261979847449595
295,0.005701468434722992
296,0.007243175374707435
297,0.007319710239589159
298,0.007067652467400153
299,0.005998718567122431
300,0.006765581728596723
301,0.006350829505817175
302,0.005916106749608596
303,0.006996148760993183
304,0.006897938015649931
305,0.006021654659922035
306,0.004876260699448668
307,0.00674839402003818
308,0.005431345213399921
309,0.004899356127704419
310,0.005836064788544043
311,0.005659975148293487
312,0.004030177374544681
313,0.006310989484890617
314,0.008361023793075009
315,0.006401756787883082
316,0.005131160506302016
317,0.00428395697107167
318,0.00488426472376319
319,0.006893580104753679
320,0.007443734772819776
321,0.005003075620901086
322,0.006903301921988771
323,0.0070735284384256985
324,0.008791815618618509
325,0.005398753357158899
326,0.00820027604449677
327,0.0052842040365169984
328,0.00660329872271743
329,0.006007990863178996
330,0.008283119092286939
331,0.005515450181800451
332,0.004361300625761606
333,0.0053701294696624855
334,0.00736289211822426
335,0.005977791445985996
336,0.009632402155685005
337,0.008519793180409985
338,0.0040607360749936325
339,0.009877347416072602
340,0.008377583256668847
341,0.007651513270078702
342,0.005953277013400075
343,0.00549442366305842
344,0.005693662832222652
345,0.006432409348980907
346,0.0058795285070878415
347,0.00757569746817022
348,0.007268641548068972
349,0.0040105253550875505
350,0.0037991524219853972
351,0.006475105577501297
352,0.0054029561783545624
353,0.005682067271125233
354,0.0060402345387230005
355,0.007727076688101213
356,0.007003702764229352
357,0.005867816435233508
358,0.006393292831301146
359,0.007168032623080884
360,0.007217227297853939
361,0.005536395265823457
362,0.006202415864701643
363,0.007604809810102795
364,0.006589448733882545
365,0.007434656454418899
366,0.006077853585933831
367,0.0053348635151118495
368,0.0058344395171082445
369,0.005640869356440965
370,0.007495055815107225
371,0.006875948927636143
372,0.0058358373802030175
373,0.006540299996425062
374,0.007925390033365518
375,0.004942139270943263
376,0.005768993167500771
377,0.007720520008607545
378,0.007911748499287573
379,0.0068982154321948755
380,0.006005909725455608
381,0.0029701366577129518
382,0.009716093245148463
383,0.005609954610966106
384,0.007344506066378075
385,0.005112466575377849
386,0.005802406814858343
387,0.007237920537968882
388,0.00589960316867825
389,0.007125200203349258
390,0.006622101221432023
391,0.007598575667590288
392,0.010011948393210412
393,0.008670930527410546
394,0.007250141434509703
395,0.008143639864579005
396,0.005322600892674499
397,0.005035310481480505
398,0.009562795061044443
399,0.006471281674175593
400,0.009796781742817435
401,0.0047351037963298155
402,0.007038815633328361
403,0.00745972837189225
404,0.007481664726874616
405,0.005731178831186823
406,0.007180682794274841
407,0.006840039303069094
408,0.007320454320003377
409,0.006288678309907703
410,0.004798731089560029
411,0.004117372110485763
412,0.006273952388031896
413,0.007453384906855613
414,0.008258270042698397
415,0.007145741647969402
416,0.004553592540601444
417,0.006976121787268762
418,0.004764836580215367
419,0.008312519777505354
420,0.006697407971664447
421,0.008984374476796791
422,0.004747463744203015
423,0.007559126849724427
424,0.0072771575791650426
425,0.008137766563259865
426,0.007207592240944558
427,0.007207357381500023
428,0.009120390599548087
429,0.008948809061462046
430,0.0046536671315867365
431,0.007248430937675284
432,0.005119694971167038
433,0.008801201328509135
434,0.003324347982935187
435,0.00841114497038244
436,0.00681064120741902
437,0.008483267176055638
438,0.003726476698963898
439,0.0051779369943703865
440,0.005330005664152744
441,0.005168286404488253
442,0.005495250751653919
443,0.006485905481226816
444,0.006535908693086107
445,0.005777608996583606
446,0.006612579027908401
447,0.005752727837805601
448,0.007601207861114967
449,0.005383252128152453
450,0.005634669555678273
451,0.004810972063607512
452,0.006889402307811682
453,0.008852800936783952
454,0.005514666369649859
455,0.007880368147308095
456,0.006887877486324641
457,0.009751065607816614
458,0.006206696018662087
459,0.006555317748220723
460,0.008202610539269704
461,0.006206463563317666
462,0.007526417987302902
463,0.0067026919648190625
464,0.004084427566554623
465,0.0068489342138862395
466,0.005556879920003177
467,0.00789483888591101
468,0.007037946791037697
469,0.0070324740510325215
470,0.004545095853590583
471,0.005821669941425439
472,0.008924770087009338
473,0.0051067969048246
474,0.007400405642851223
475,0.0022914657414875566
476,0.005031677013656615
477,0.007152833950345311
478,0.0062314044937173225
479,0.00482898406432624
480,0.008809316506324683
481,0.003974581878493875
482,0.005721518253102027
483,0.0074980733582376054
484,0.004905708567178538
485,0.005278226272042045
486,0.004756695565192193
487,0.008863701392896134
488,0.00648969819494478
489,0.007386997452770113
490,0.005490333125479728
491,0.009083271371664611
492,0.004330713688006005
493,0.00498938233668893
494,0.004963653007431163
495,0.00686157425512186
496,0.00657746754350248
497,0.008089225489933806
498,0.006568934148737533
499,0.00516137203039003
500,0.007969518621749683
501,0.004305542813471759
502,0.004341305809138701
503,0.008279445230547406
504,0.0076063786191689345
505,0.004956243649126691
506,0.005878806027719144
507,0.005327867184904589
508,0.005602304164328879
509,0.007240191810713741
510,0.0064821261190182115
511,0.00234517972742046
512,0.007422712057619293
513,0.009246792640927436
514,0.008708337308358802
515,0.0041918734734189235
516,0.008021769909806353
517,0.005568915568975449
518,0.008546299074731535
519,0.008230722697547098
520,0.008349021354729693
521,0.004164918176032172
522,0.006950364743389567
523,0.00810272051040351
524,0.009505528604171575
525,0.006912194450952452
526,0.006233129655823504
527,0.0045867703310240905
528,0.006525648805572076
529,0.006463827117272954
530,0.008450453069875711
531,0.007965380733774067
532,0.004859342746263288
533,0.00885934353166941
534,0.0071799925858451056
535,0.007837680555767496
536,0.007074781773492194
537,0.005414245208691083
538,0.009501191521962903
539,0.008578582203741627
540,0.007634782873438691
541,0.00757282918252316
542,0.005107855214610918
543,0.006234602332421041
544,0.007437139388228257
545,0.004982998212083514
546,0.0066714079865743715
547,0.008053611934339682
548,0.005494531800397526
549,0.0071962406874282224
550,0.006425968661931479
551,0.007791423695821835
552,0.00924824143741042
553,0.006548326331460338
554,0.0071412547625884755
555,0.005492370857792703
556,0.007598715070281749
557,0.006386557941327453
558,0.005861128453741229
559,0.004592362763965732
560,0.00588989147874582
561,0.004102777202299052
562,0.003808828006659053
563,0.006221425637893174
564,0.008201733718619854
565,0.005221503376388377
566,0.007378185476593287
567,0.007263273001310297
568,0.004134900361517706
569,0.004894119182407282
570,0.006291192990101474
571,0.008252981010278977
572,0.007277385813189259
573,0.007721579224963377
574,0.005538497479647073
575,0.008220755590355554
576,0.00552361512752882
577,0.008233347996084342
578,0.0053294226630360535
579,0.007701277845126004
580,0.006208903395906398
581,0.006153035765942368
582,0.0058326811383045485
583,0.008291005969166126
584,0.006170895202501157
585,0.006056630710489079
586,0.0035530230244063842
587,0.005400659211189994
588,0.004724546030668484
589,0.005114653675529317
590,0.007918805194309717
591,0.007733229716877822
592,0.006791257462510948
593,0.007648617125834029
594,0.006939762638574195
595,0.006484379378788796
596,0.005657423616660379
597,0.007677337245156362
598,0.005597504200405229
599,0.006485207017999386
600,0.004671274771053716
601,0.005071507281725092
602,0.005316430802766172
603,0.004224129962848653
604,0.008644503925714314
605,0.006207019708905002
606,0.006994836496301378
607,0.007236586969541098
608,0.007043655744595445
609,0.004204532979855636
610,0.008503523100114988
611,0.004304982424136021
612,0.006644851706249895
613,0.008173058874250322
614,0.005272600745793061
615,0.006394759247547598
616,0.004554359399612597
617,0.006486840080307977
618,0.006296876092432663
619,0.007040564107417245
620,0.005414072761283712
621,0.009545481762801372
622,0.005393463468402813
623,0.005508323114072429
624,0.003801465853359857
625,0.006136507923467891
626,0.004624529146582485
627,0.006293462871504524
628,0.007497605428853164
629,0.006855141360520346
630,0.005415319644622151
631,0.0041431747027332105
632,0.006023430567483966
633,0.006332874091300859
634,0.00518482784696534
635,0.00806012716111156
636,0.008341943369997853
637,0.0055135166565426445
638,0.006468277702528899
639,0.004755801233463626
640,0.005861604975319822
641,0.009252188399540394
642,0.007669294947669995
643,0.007516087717108218
644,0.0044454444561010656
645,0.005696015570298344
646,0.004955907645690431
647,0.0037270352573052948
648,0.0073754866498816065
649,0.00600879888993184
650,0.006489797979356677
651,0.0054053698742662125
652,0.005940018251520257
653,0.005989173054557745
654,0.007176368482761045
655,0.007427069707119719
656,0.006821636055607158
657,0.005743772920859191
658,0.007556803080420451
659,0.006677725336499432
660,0.005449656110083204
661,0.006858249319044542
662,0.005223941429140594
663,0.008284353915895465
664,0.006693678472319859
665,0.008117193164765411
666,0.005695886766885526
667,0.004630271470540025
668,0.006653594430048139
669,0.004682102219074641
670,0.009405970456446654
671,0.007167613611246506
672,0.010606567983771364
673,0.005727814820383564
674,0.007598040911469081
675,0.007310406513918349
676,0.007427517838421573
677,0.006558487505777924
678,0.007469918529927869
679,0.004925520245871998
680,0.008412674598245637
681,0.006802931696981494
682,0.007756715813708019
683,0.007400026235436075
684,0.00610669214270022
685,0.00642488468190436
686,0.00602066534374248
687,0.005625534047417169
688,0.007671484427697275
689,0.006630032753256021
690,0.007011083561902711
691,0.00800671652758649
692,0.00616145502574552
693,0.007084057114371332
694,0.005969451699246422
695,0.004737827633332732
696,0.00810858440439278
697,0.008064106266724672
698,0.00608900315201731
699,0.006180876933641684
700,0.0061079708825410904
701,0.008016149902808693
702,0.00764144915393774
703,0.004741931707859681
704,0.006360962184598019
705,0.005486113377509288
706,0.005015602890414552
707,0.005815750035600169
708,0.006006458781136245
709,0.006305400940140771
710,0.008078521907473806
711,0.004379439431666026
712,0.006679806842896364
713,0.005081766630047677
714,0.00733856112806177
715,0.007643274192310425
716,0.006545549121885906
717,0.009455519582710147
718,0.0059980999544739025
719,0.006460908219405041
720,0.005433577576470323
721,0.004890786278675735
722,0.005624128687347864
723,0.008265158631620003
724,0.007072924430666533
725,0.007240833888955785
726,0.006732099301416775
727,0.0036181441226806233
728,0.004425388474242787
729,0.007999526247143889
730,0.006805022246506712
731,0.006672594492915169
732,0.0095323445901205
733,0.005260411243379554
734,0.0036644931048820137
735,0.008073590092158802
736,0.004778131087037807
737,0.007527247524755936
738,0.005280597524218697
739,0.00885154987486759
740,0.004722353571868113
741,0.008600256254708524
742,0.008238969953609149
743,0.006302634836850901
744,0.007267929419219281
745,0.004481853330403835
746,0.007096403054092345
747,0.004893276776458482
748,0.006583383604339622
749,0.00707295701290086
750,0.004330642156879741
751,0.0068286595450189
752,0.00614272216311547
753,0.00601277084306657
754,0.005389657693214818
755,0.006895268502330445
756,0.008619160324749743
757,0.009433419287015249
758,0.006100093347827806
759,0.009853809218922486
760,0.004944231678210123
761,0.004827982290132807
762,0.00939002703828985
763,0.00623092895676408
764,0.006213800293527238
765,0.007612091576309197
766,0.007341575150561342
767,0.005854770087588257
768,0.005368272207005014
769,0.008008748425956985
770,0.006838802431442566
771,0.007799895826500848
772,0.00538862626922174
773,0.006070992129624364
774,0.007118033584341542
775,0.0068821448500705415
776,0.004440052469629181
777,0.005972810754170806
778,0.005119550435852016
779,0.008229147423621172
780,0.007235766890462633
781,0.006520665465001382
782,0.009452914660615777
783,0.004474366135256
784,0.007137016624194644
785,0.006308316215265539
786,0.008598613289444956
787,0.0056722970112572995
788,0.007830188492461927
789,0.006984262830556925
790,0.00784644348043651
791,0.004640601257142156
792,0.006005003556236194
793,0.005841781187103819
794,0.00841470496191998
795,0.00633704948549985
796,0.006629432898506432
797,0.004718298933117666
798,0.0075591242678101495
799,0.005530259845539564
800,0.006118767627673555
801,0.007237427892984153
802,0.005723403547419606
803,0.006835448622761757
804,0.00827350761826741
805,0.006334968939370772
806,0.004299815401447994
807,0.008764547469886896
808,0.006343068454871938
809,0.008415787705188497
810,0.008917665314068401
811,0.004617849613443406
812,0.007867906961051645
813,0.0044073560066091805
814,0.007478681377753453
815,0.00843075103090461
816,0.008585933145074446
817,0.00456792970148837
818,0.006996800857864518
819,0.004814324562958406
820,0.005481945730450353
821,0.004875997755861927
822,0.005956340783978263
823,0.0070021757010532764
824,0.00435682913705602
825,0.005233712847086374
826,0.006897798804882949
827,0.00654595840452585
828,0.005986863496919005
829,0.007087906943142752
830,0.006633831313138189
831,0.006311645650390759
832,0.007201828799381924
833,0.008024365685051884
834,0.005348829933088922
835,0.004209216925489087
836,0.006777469413935891
837,0.008304451001472061
838,0.008458967693110518
839,0.008328591347283991
840,0.006990055419276527
841,0.005000388333966649
842,0.006016911532181077
843,0.007412176919517011
844,0.0077900928394972905
845,0.005465693946296134
846,0.005672473461910602
847,0.005745900447399642
848,0.0065017568375596
849,0.008397383223959493
850,0.006137331420774352
851,0.007122036474014133
852,0.006026543284365855
853,0.007611703474192769
854,0.005263184295775964
855,0.005734139633864111
856,0.0048878103769941445
857,0.007776795952312202
858,0.0059498593833911895
859,0.005874925313854869
860,0.005763903764098198
861,0.006174506630203249
862,0.005397601694394188
863,0.0068583914957279475
864,0.006748483240800845
865,0.00652932582107987
866,0.00801681734759628
867,0.0065285064400782055
868,0.006195811771773767
869,0.003293231993478045
870,0.005561689348593448
871,0.008828364370326773
872,0.007638323471715369
873,0.004323667200135328
874,0.007360851155424496
875,0.006015884234380071
876,0.007825059186674884
877,0.005538929508111433
878,0.006339562434937382
879,0.00682061544682074
880,0.005190218121260423
881,0.005930699166724636
882,0.005878584896373783
883,0.004028228647253824
884,0.006764376919874272
885,0.007734971977035226
886,0.0036919070096499795
887,0.004960343103451375
888,0.004954748461716639
889,0.008379367797232988
890,0.00794941121373053
891,0.006592768290877807
892,0.007675534270867462
893,0.0073038622463704106
894,0.006479751508322329
895,0.005250851603771331
896,0.005077673823756547
897,0.005825938500321815
898,0.006082014310656603
899,0.008520932116135155
900,0.006171466297644581
901,0.009579186354376061
902,0.0035137584548888406
903,0.007382528738059437
904,0.008452646562961654
905,0.008421485489988223
906,0.0076384137733052394
907,0.007648810360815002
908,0.005996846555443407
909,0.007686944031907746
910,0.004626337338834506
911,0.005994490577766415
912,0.006321977310551549
913,0.006381544087362109
914,0.00579993766871889
915,0.007688235796268938
916,0.004566417644449938
917,0.006477085299465013
918,0.006846673462896963
919,0.006786799080994323
920,0.00519393275317254
921,0.005888615039498432
922,0.00744671471312405
923,0.00602853081132668
924,0.00669562566861931
925,0.0053723411721528875
926,0.0081425967591144
927,0.005754207090417473
928,0.00501464451879364
929,0.0033881655724614184
930,0.004552379434482409
931,0.007331038966754466
932,0.0030368135357145922
933,0.007085958594942066
934,0.007488093788579098
935,0.0025845524193142196
936,0.007322900785395613
937,0.008042030552157959
938,0.00674642597316919
939,0.006485042986745071
940,0.00436637213352064
941,0.007947916905547555
942,0.007657902160079106
943,0.005795161645607938
944,0.009383791704587188
945,0.006932464400698807
946,0.00434778775307353
947,0.005399753655304343
948,0.006831678567700886
949,0.004914413882526876
950,0.008171423320107913
951,0.006605882504000091
952,0.006218276760763132
953,0.008803094948108556
954,0.007426830981485386
955,0.005376414985913569
956,0.005819834678132782
957,0.004850134867563819
958,0.006631297587264517
959,0.006263711952661941
960,0.010092725556345248
961,0.005636531549399983
962,0.005961197302538304
963,0.005862280360031676
964,0.008682809655982317
965,0.006447212510853383
966,0.005649007127423374
967,0.00980465639214734
968,0.004057748697423576
969,0.007600797373249909
970,0.005030005465081085
971,0.00686552594803884
972,0.007488538093167434
973,0.005537632364811071
974,0.008122096748580505
975,0.003961772466798451
976,0.008340842933491887
977,0.003626337839625048
978,0.005664545581415358
979,0.0046423058294806935
980,0.00763218949495008
981,0.00607558707104753
982,0.006246714755070276
983,0.0055735449137814305
984,0.005289543058718431
985,0.007019524399904816
986,0.006011791648116152
987,0.007909833216406708
988,0.005086071510824072
989,0.006477754027143269
990,0.006144124037212081
991,0.005168553721835369
992,0.004617723953344732
993,0.005790963720882281
994,0.0038035599851251527
995,0.006471061419441295
996,0.008148041198600495
997,0.006777881928810672
998,0.0063672168964125754
999,0.007271122439439899
1000,0.005428056784914678
